,feature_id,latitude,longitude,easting,northing,utm_epsg,SoVI,pop_d_c
636,636,51.05571232,-114.0278426,708285.6918,5660223.711,32611,Moderate,Low
637,637,51.05237766,-114.0316105,708036.6366,5659842.331,32611,Moderate,Low
638,638,51.05220899,-114.0381394,707579.9117,5659805.151,32611,Moderate,Moderate
639,639,51.05413904,-114.0408222,707383.2925,5660012.16,32611,Moderate,Moderate
640,640,51.05737135,-114.040984,707357.5112,5660371.052,32611,Moderate,Moderate
641,641,51.05601321,-114.0461813,706999.4267,5660205.435,32611,Moderate,Moderate
642,642,51.05925858,-114.0455327,707030.3873,5660568.06,32611,Low,Moderate
643,643,51.05263806,-114.0470569,706953.1321,5659827.746,32611,Moderate,Moderate
644,644,51.05034405,-114.0480336,706894.9269,5659569.966,32611,High,Moderate
645,645,51.04843146,-114.0291575,708226.2331,5659410.553,32611,High,Low
646,646,51.04244628,-114.0249824,708545.6972,5658756.977,32611,Moderate,Low
647,647,51.04115011,-114.0295939,708228.3154,5658599.827,32611,Moderate,Moderate
648,648,51.03682534,-114.0290001,708289.3328,5658120.707,32611,Moderate,Low
649,649,51.02849776,-114.0121028,709511.3114,5657242.84,32611,Moderate,Low
650,650,51.03151096,-114.0219564,708806.9584,5657549.839,32611,Moderate,Moderate
651,651,51.03478127,-113.9941172,290081.0346,5657959.108,32612,High,Low
652,652,51.03171264,-113.9881908,290482.6091,5657601.083,32612,High,Low
653,653,51.03413548,-113.9892445,290419.6801,5657873.435,32612,High,Moderate
654,654,51.02927534,-113.986051,290621.6299,5657324.034,32612,High,Moderate
655,655,51.03355473,-113.9836929,290806.2227,5657793.085,32612,High,Moderate
656,656,51.03244946,-113.9792261,291114.3665,5657657.528,32612,High,Moderate
657,657,51.03608149,-113.9792092,291131.8939,5658061.264,32612,High,Moderate
658,658,51.03611902,-113.9747599,291443.9353,5658052.826,32612,High,Moderate
659,659,51.0393104,-113.9761744,291359.1322,5658411.629,32612,High,Moderate
660,660,51.04047811,-113.9797029,291117.0685,5658551.451,32612,High,Moderate
661,661,51.04170181,-113.9831226,290882.8997,5658697.201,32612,High,Moderate
662,662,51.03970994,-113.9848909,290749.9893,5658480.782,32612,High,Moderate
663,663,51.03693532,-113.9855458,290691.5789,5658174.18,32612,High,Low
664,664,51.03986788,-113.9905781,290352.0884,5658514.518,32612,High,Low
665,665,51.04026124,-113.9953936,290016.3491,5658571.971,32612,High,Moderate
666,666,51.04331783,-113.995567,290018.0265,5658912.275,32612,High,Moderate
667,667,51.04202232,-113.9989052,289778.2031,5658777.775,32612,High,Moderate
668,668,51.03924222,-114.0003862,710284.0534,5658470.728,32611,High,Moderate
669,669,51.05063479,-114.011927,709423.7432,5659704.378,32611,High,Low
670,670,51.0562414,-114.01048,709499.822,5660331.799,32611,Moderate,Moderate
671,671,51.05880163,-114.0092021,709577.795,5660620.066,32611,Moderate,Low
672,672,51.05644001,-114.0042802,709933.3136,5660371.542,32611,Low,Moderate
673,673,51.06184204,-114.0047139,709878.4795,5660970.866,32611,High,Moderate
674,674,51.06244637,-114.0047806,709871.0715,5661037.861,32611,Moderate,Moderate
675,675,51.06457805,-114.0096232,709522.1954,5661261.05,32611,Moderate,Moderate
676,676,51.06209204,-114.010459,709474.8725,5660982.294,32611,Moderate,Moderate
677,677,51.06386958,-114.0155109,709112.9422,5661165.544,32611,High,Moderate
678,678,51.06090858,-114.0164767,709058.6338,5660833.617,32611,High,Moderate
679,679,51.06386388,-114.0226796,708610.7811,5661144.57,32611,High,Low
680,680,51.06959988,-114.0115201,709366.6422,5661813.946,32611,High,Moderate
681,681,51.07265997,-114.0148411,709120.2194,5662144.705,32611,High,High
682,682,51.0719689,-114.0188634,708841.6142,5662056.455,32611,High,Low
683,683,51.12560168,-114.0183097,708638.6921,5668020.591,32611,High,Low
684,684,51.08977622,-113.9799432,291322.1548,5664032.775,32612,High,Moderate
685,685,51.0867098,-113.9795397,291336.5985,5663690.725,32612,High,Moderate
686,686,51.08910955,-113.9755102,291629.5297,5663946.096,32612,High,Moderate
687,687,51.09057741,-113.9755645,291632.3294,5664109.437,32612,High,Moderate
688,688,51.0882738,-113.9711408,291931.7028,5663840.817,32612,High,Moderate
689,689,51.09303562,-113.9749029,291689.702,5664380.853,32612,High,Moderate
690,690,51.091942,-113.9792211,291382.4614,5664271.505,32612,High,High
691,691,51.09411642,-113.9785116,291441.9275,5664511.232,32612,Moderate,Moderate
692,692,51.09377758,-113.9675958,292204.5945,5664442.677,32612,High,Moderate
693,693,51.09360832,-113.9626831,292547.7678,5664409.996,32612,High,Moderate
694,694,51.09055364,-113.965483,292338.0619,5664078.293,32612,High,Moderate
695,695,51.088665,-113.9604112,292684.7048,5663854.024,32612,High,Moderate
696,696,51.08600399,-113.9648036,292365.244,5663570.573,32612,High,Moderate
697,697,51.08354441,-113.9608282,292632.5989,5663285.921,32612,High,Moderate
698,698,51.08378347,-113.9683046,292110.1409,5663333.594,32612,High,Moderate
699,699,51.08368559,-113.9701558,291980.0751,5663327.943,32612,High,Moderate
700,700,51.08340575,-113.9757291,291588.5599,5663312.602,32612,High,Moderate
701,701,51.0796558,-113.9750648,291618.2141,5662893.825,32612,High,Moderate
702,702,51.07960682,-113.9725088,291796.9907,5662881.145,32612,High,Moderate
703,703,51.07655168,-113.9683019,292077.8963,5662529.599,32612,High,Moderate
704,704,51.07463271,-113.964581,292329.8938,5662305.754,32612,High,Low
705,705,51.07356438,-113.9603524,292621.2721,5662175.06,32612,High,Moderate
706,706,51.07216565,-113.9674688,292116.5749,5662039.634,32612,High,Moderate
707,707,51.06902837,-113.9669151,292141.2998,5661689.286,32612,High,Moderate
708,708,51.06962194,-113.9617397,292506.4659,5661740.673,32612,High,Moderate
709,709,51.06879129,-113.9690331,291991.8767,5661668.913,32612,High,Low
710,710,51.06869421,-113.9718963,291790.8873,5661666.215,32612,High,Moderate
711,711,51.06891412,-113.9777766,291379.9799,5661707.315,32612,High,Moderate
712,712,51.0700518,-113.9755704,291539.629,5661827.545,32612,High,Moderate
713,713,51.06560114,-113.9693402,291956.0581,5661315.12,32612,High,Low
714,714,51.06487905,-113.971767,291782.8116,5661241.705,32612,High,Moderate
715,715,51.06484444,-113.9748965,291563.4323,5661246.714,32612,High,Moderate
716,716,51.06160495,-113.9709894,291822.5917,5660875.511,32612,High,Moderate
717,717,51.06126514,-113.9780859,291323.9046,5660857.828,32612,High,Moderate
718,718,51.06406827,-113.9787255,291291.711,5661171.275,32612,High,Moderate
719,719,51.05709846,-113.9925155,290294.1758,5660435.61,32612,High,Low
720,720,51.056286,-113.9789398,291241.6786,5660306.701,32612,High,Moderate
721,721,51.05076657,-113.9797554,291159.691,5659695.401,32612,High,Moderate
722,722,51.048589,-113.9765123,291377.1552,5659444.118,32612,High,Moderate
723,723,51.04840274,-113.9725709,291652.5213,5659412.25,32612,High,Moderate
724,724,51.04810248,-113.9712892,291740.9914,5659375.243,32612,High,Moderate
725,725,51.04604164,-113.9678442,291973.1659,5659136.393,32612,High,Moderate
726,726,51.04770248,-113.9655222,292143.3375,5659314.476,32612,High,Moderate
727,727,51.04745917,-113.9595805,292558.6309,5659270.668,32612,High,Moderate
728,728,51.05113891,-113.9612053,292461.2225,5659684.338,32612,High,Moderate
729,729,51.05124742,-113.956793,292770.8916,5659683.972,32612,High,Moderate
730,730,51.05166481,-113.9529729,293040.4365,5659719.629,32612,High,Moderate
731,731,51.0521747,-113.9518597,293120.7146,5659773.187,32612,High,High
732,732,51.05058456,-113.9481638,293372.6127,5659586.025,32612,High,Moderate
733,733,51.05050567,-113.9481919,293370.2878,5659577.333,32612,High,Moderate
734,734,51.04686061,-113.9515073,293121.7155,5659181.409,32612,High,Moderate
735,735,51.04695201,-113.9459738,293509.9106,5659176.036,32612,High,Moderate
736,736,51.04364355,-113.9479195,293358.8249,5658813.681,32612,High,Moderate
737,737,51.04463473,-113.9421835,293765.2348,5658907.792,32612,High,Moderate
738,738,51.04145438,-113.9406011,293862.0107,5658549.789,32612,High,Moderate
739,739,51.03922065,-113.9371898,294091.1968,5658291.91,32612,High,Moderate
740,740,51.05078647,-113.9324576,294474.1032,5659564.509,32612,High,Moderate
741,741,51.04983361,-113.9380482,294078.1176,5659474.198,32612,High,Moderate
742,742,51.04765377,-113.9402556,293913.7576,5659238.032,32612,High,Moderate
743,743,51.05005343,-113.943321,293709.6042,5659513.397,32612,High,Moderate
744,744,51.0541077,-113.9378478,294111.1249,5659948.805,32612,High,Moderate
745,745,51.05562576,-113.9397839,293982.2042,5660122.991,32612,High,Moderate
746,746,51.05811518,-113.9376187,294144.9583,5660393.693,32612,High,Moderate
747,747,51.05774148,-113.9446149,293653.1254,5660371.734,32612,Moderate,Low
748,748,51.06201723,-113.9423495,293830.8516,5660840.74,32612,Moderate,Moderate
749,749,51.06167134,-113.9479308,293438.3084,5660817.933,32612,Moderate,Moderate
750,750,51.06476815,-113.946067,293582.6577,5661156.99,32612,Moderate,Moderate
751,751,51.06470857,-113.9507764,293252.4896,5661163.583,32612,Moderate,Moderate
752,752,51.06160292,-113.9516967,293174.1709,5660820.902,32612,High,Moderate
753,753,51.06058534,-113.9546819,292960.4949,5660716.165,32612,High,Moderate
754,754,51.0584299,-113.9520631,293134.3555,5660469.174,32612,Moderate,Moderate
755,755,51.05583651,-113.9540557,292983.1797,5660186.457,32612,High,Moderate
756,756,51.05544076,-113.9489785,293337.1551,5660128.195,32612,Moderate,Moderate
757,757,51.05407435,-113.9445429,293641.8652,5659963.843,32612,High,Moderate
758,758,51.05457858,-113.9597265,292580.2261,5660062.571,32612,High,Moderate
759,759,51.05835474,-113.9609161,292513.7632,5660485.733,32612,High,Moderate
760,760,51.05517097,-113.9652982,292192.4841,5660144.143,32612,Moderate,Moderate
761,761,51.05808843,-113.9676529,292040.5711,5660475.136,32612,Moderate,Moderate
762,762,51.0576562,-113.9728661,291673.3855,5660441.825,32612,Moderate,Moderate
763,763,51.05479423,-113.9743737,291554.8997,5660127.917,32612,High,Moderate
764,764,51.05433161,-113.9716771,291741.767,5660068.854,32612,Low,Moderate
765,765,51.05202374,-113.9733744,291612.4769,5659817.084,32612,High,Moderate
766,766,51.05128663,-113.9670394,292053.0761,5659717.223,32612,High,Moderate
767,767,51.06077313,-113.9645116,292272.6787,5660764.735,32612,High,Moderate
768,768,51.06334582,-113.9619458,292463.9493,5661043.514,32612,High,Moderate
769,769,51.06444135,-113.9671074,292107.2685,5661179.873,32612,High,Moderate
770,770,51.06532047,-113.95029,293289.2887,5661230.245,32612,High,Low
771,771,51.06899343,-113.9485632,293426.6137,5661633.735,32612,High,Low
772,772,51.07094003,-113.9513931,293237.0752,5661858.093,32612,High,Moderate
773,773,51.07270754,-113.9555295,292955.2376,5662066.223,32612,High,High
774,774,51.07557565,-113.952011,293214.4645,5662375.19,32612,High,Low
775,775,51.07305487,-113.9474785,293520.6832,5662082.218,32612,High,Moderate
776,776,51.0752002,-113.9437913,293788.471,5662310.386,32612,High,Moderate
777,777,51.07264586,-113.9426072,293860.0452,5662023.093,32612,High,Moderate
778,778,51.07041159,-113.9456419,293637.5531,5661783.203,32612,High,Moderate
779,779,51.06840875,-113.9474716,293500.4727,5661565.671,32612,Moderate,Moderate
780,780,51.06953012,-113.9408232,293971.1595,5661671.707,32612,Moderate,Moderate
781,781,51.06939416,-113.9375476,294199.9931,5661647.427,32612,Moderate,Moderate
782,782,51.07346597,-113.9379785,294187.888,5662101.313,32612,High,Moderate
783,783,51.07439873,-113.9332171,294525.5067,5662191.708,32612,Moderate,Moderate
784,784,51.07722499,-113.9376714,294226.0791,5662518.361,32612,Moderate,Moderate
785,785,51.07729734,-113.9420357,293920.7487,5662538.617,32612,Moderate,Moderate
786,786,51.07970586,-113.9374028,294255.899,5662793.421,32612,Moderate,Moderate
787,787,51.0799839,-113.943236,293848.6362,5662840.656,32612,Moderate,Moderate
788,788,51.07887464,-113.9466454,293604.943,5662726.891,32612,Moderate,Moderate
789,789,51.07978349,-113.950279,293354.5277,5662838.129,32612,High,Moderate
790,790,51.08271982,-113.9500758,293381.8446,5663164.003,32612,High,Moderate
791,791,51.08400855,-113.9505061,293357.4569,5663308.484,32612,High,Moderate
792,792,51.08564876,-113.9512289,293314.1645,5663492.864,32612,High,Moderate
793,793,51.08686503,-113.9494204,293446.2168,5663623.004,32612,High,Moderate
794,794,51.08784181,-113.9462592,293671.9087,5663722.728,32612,High,Moderate
795,795,51.0906445,-113.9495031,293457.2734,5664043.416,32612,High,Moderate
796,796,51.08907001,-113.9551241,293056.6984,5663884.167,32612,High,Moderate
797,797,51.08886137,-113.9557897,293009.1604,5663862.843,32612,High,Moderate
798,798,51.09272985,-113.9524723,293258.6944,5664283.593,32612,High,Moderate
799,799,51.09396151,-113.9552213,293071.7375,5664428.249,32612,High,Moderate
800,800,51.09787834,-113.945376,293778.4253,5664836.059,32612,High,Moderate
801,801,51.09769138,-113.9500681,293449.131,5664828.436,32612,High,Moderate
802,802,51.10124884,-113.9472464,293662.5026,5665216.018,32612,High,Moderate
803,803,51.10165309,-113.9421249,294022.7955,5665246.608,32612,High,Moderate
804,804,51.09884758,-113.9411417,294079.1449,5664931.954,32612,High,Moderate
805,805,51.09765825,-113.9439563,293876.8273,5664807.612,32612,High,Moderate
806,806,51.0989199,-113.9380787,294293.8786,5664931.426,32612,High,Moderate
807,807,51.10430446,-113.9450264,293831.5001,5665549.501,32612,High,Moderate
808,808,51.10881899,-113.9384715,294310.3484,5666033.054,32612,High,Moderate
809,809,51.10921768,-113.9431942,293981.5989,5666090.594,32612,High,Moderate
810,810,51.10890245,-113.9450709,293848.8532,5666060.807,32612,High,High
811,811,51.10751624,-113.9451049,293840.3038,5665906.79,32612,High,Moderate
812,812,51.10920337,-113.9512634,293416.8085,5666111.634,32612,High,Moderate
813,813,51.10681954,-113.9526273,293310.7207,5665850.443,32612,High,Moderate
814,814,51.10607698,-113.9578962,292938.6337,5665782.706,32612,High,Moderate
815,815,51.10510542,-113.9550669,293132.3164,5665666.733,32612,High,Moderate
816,816,51.10187024,-113.9593965,292814.8118,5665319.248,32612,High,Moderate
817,817,51.09986353,-113.9556657,293066.9902,5665085.654,32612,High,Moderate
818,818,51.10434096,-113.9654854,292399.6896,5665611.094,32612,High,Moderate
819,819,51.10462532,-113.9673757,292268.6549,5665648.044,32612,High,Moderate
820,820,51.10566852,-113.9658155,292382.5313,5665759.617,32612,High,Moderate
821,821,51.10871123,-113.9619445,292667.0908,5666086.971,32612,High,Moderate
822,822,51.1094722,-113.9604218,292777.0587,5666167.281,32612,High,Moderate
823,823,51.11193391,-113.9611927,292734.128,5666443.131,32612,High,Moderate
824,824,51.11334101,-113.9574926,292999.3553,5666589.146,32612,High,Moderate
825,825,51.11162565,-113.9539399,293240.3086,5666388.45,32612,High,Moderate
826,826,51.11284674,-113.9498709,293530.5114,5666512.774,32612,High,Moderate
827,827,51.11168617,-113.9490546,293582.4628,5666381.458,32612,High,Moderate
828,828,51.11542224,-113.9501877,293519.8291,5666799.994,32612,High,Moderate
829,829,51.11172647,-113.9686798,292209.247,5666441.193,32612,High,Moderate
830,830,51.08923267,-113.9367033,294347.1622,5663850.605,32612,High,Moderate
831,831,51.08875768,-113.938042,294251.3216,5663801.541,32612,High,Moderate
832,832,51.08969997,-113.9422427,293961.3987,5663918.053,32612,High,Moderate
833,833,51.08754769,-113.9423537,293944.0557,5663679.085,32612,Moderate,Moderate
834,834,51.09221002,-113.9414072,294031.0518,5664194.768,32612,High,Moderate
835,835,51.09468338,-113.9443179,293838.2776,5664477.895,32612,High,Low
836,836,51.0939291,-113.9471264,293638.3008,5664401.911,32612,High,Moderate
837,837,51.08472383,-113.9388627,294175.9476,5663355.374,32612,High,Moderate
838,838,51.08339077,-113.9371043,294293.1575,5663202.255,32612,Moderate,Moderate
839,839,51.0832521,-113.9438521,293820.0324,5663205.722,32612,High,Moderate
840,840,51.07879404,-113.9332943,294539.5794,5662680.571,32612,Moderate,Moderate
841,841,51.07292235,-113.9203101,295422.9726,5661991.617,32612,High,Low
842,842,51.0745738,-113.9289939,294822.0658,5662199.389,32612,Moderate,Moderate
843,843,51.06317286,-113.9209356,295336.1413,5660909.459,32612,High,Low
844,844,51.06300405,-113.9284444,294809.364,5660911.596,32612,High,Moderate
845,845,51.06437271,-113.9319351,294570.886,5661073.492,32612,Moderate,Moderate
846,846,51.06143996,-113.9330828,294477.4907,5660750.649,32612,Moderate,Moderate
847,847,51.06155136,-113.9375598,294164.3324,5660775.544,32612,High,Moderate
848,848,51.06526887,-113.9398216,294022.3871,5661195.162,32612,Moderate,Moderate
849,849,51.05757933,-113.9322786,294516.7325,5660319.201,32612,Moderate,Moderate
850,850,51.05968735,-113.9287381,294774.113,5660543.682,32612,Moderate,Moderate
851,851,51.05727996,-113.926614,294912.2878,5660270.122,32612,High,Moderate
852,852,51.05847123,-113.9254177,295001.3666,5660399.228,32612,High,Moderate
853,853,51.05428926,-113.928613,294759.0009,5659943.203,32612,Moderate,Moderate
854,854,51.05412395,-113.9331634,294439.4256,5659937.521,32612,High,Moderate
855,855,51.02347176,-113.9370417,294031.7338,5656540.631,32612,High,Low
856,856,51.02420878,-113.9634118,292186.0922,5656696.646,32612,High,Moderate
857,857,51.02181659,-113.973199,291489.1402,5656458.361,32612,High,Moderate
858,858,51.02353247,-113.9793664,291064.4218,5656666.599,32612,High,Moderate
859,859,51.02476516,-113.9789779,291097.2072,5656802.539,32612,High,Moderate
860,860,51.02560662,-113.9749583,291382.8091,5656884.692,32612,High,Moderate
861,861,51.02870668,-113.9778783,291192.0198,5657237.611,32612,High,Low
862,862,51.02681774,-113.9720747,291590.4144,5657011.172,32612,High,Moderate
863,863,51.03222465,-113.970989,291690.7918,5657609.203,32612,High,Moderate
864,864,51.03263284,-113.9750718,291406.4163,5657666.14,32612,High,Moderate
865,865,51.03570244,-113.9705492,291737.218,5657994.597,32612,High,Moderate
866,866,51.03224945,-113.9667282,291989.5873,5657599.916,32612,High,Moderate
867,867,51.03570126,-113.9662903,292035.7434,5657982.428,32612,High,Moderate
868,868,51.03924924,-113.9680417,291928.8801,5658381.817,32612,High,Moderate
869,869,51.04270774,-113.9650243,292155.8603,5658757.788,32612,High,Low
870,870,51.04297636,-113.9727679,291614.3509,5658809.539,32612,High,High
871,871,51.04351675,-113.9757921,291404.8279,5658878.179,32612,High,Moderate
872,872,51.04335944,-113.9803045,291087.8737,5658873.485,32612,High,Moderate
873,873,51.04630956,-113.9792669,291173.8679,5659198.515,32612,High,Moderate
874,874,51.04575704,-113.9866574,290653.4523,5659158.078,32612,High,Low
875,875,51.04357859,-113.9889664,290481.8001,5658922.461,32612,High,Moderate
876,876,51.04998329,-113.9856969,290739.817,5659625.193,32612,High,Moderate
877,877,51.04899794,-113.9851295,290775.1388,5659514.036,32612,High,Moderate
878,878,51.03929517,-113.9610587,292418.5347,5658367.213,32612,High,Moderate
879,879,51.03992264,-113.9564701,292742.9513,5658424.046,32612,High,Moderate
880,880,51.04299844,-113.9538652,292939.2492,5658758.665,32612,High,Moderate
881,881,51.04010502,-113.9504765,293163.8562,5658427.468,32612,High,Moderate
882,882,51.04411085,-113.9565828,292753.7561,5658889.981,32612,High,Moderate
883,883,51.04680422,-113.9552737,292857.5179,5659185.73,32612,High,Moderate
884,884,51.02417281,-113.9837209,290761.9934,5656750.149,32612,Moderate,Moderate
885,885,51.02783751,-113.9880937,290471.9383,5657169.996,32612,Moderate,Moderate
886,886,51.02601849,-113.9934484,290088.3078,5656983.02,32612,High,Moderate
887,887,51.02184287,-113.9884663,290418.7626,5656504.617,32612,Moderate,Moderate
888,888,51.0188543,-113.9885746,290397.6843,5656172.677,32612,High,Moderate
889,889,51.01887767,-113.9850886,290642.236,5656165.36,32612,Moderate,Moderate
890,890,51.01410159,-113.9945928,289954.1975,5655661.451,32612,Moderate,Low
891,891,51.01746067,-113.9903225,290268.8298,5656022.719,32612,High,Moderate
892,892,51.0208234,-113.9952974,289935.1785,5656410.741,32612,Moderate,Moderate
893,893,51.01894628,-114.0007329,710351.67,5656213.387,32611,Moderate,Moderate
894,894,50.99830845,-113.9959298,289789.0183,5653909.504,32612,Moderate,Low
895,895,51.01249758,-113.9739276,291396.2195,5655424.402,32612,Moderate,Low
896,896,51.01710731,-113.9725272,291515.1154,5655932.914,32612,Moderate,Moderate
897,897,51.01703081,-113.9657597,291989.3333,5655905.275,32612,Moderate,Moderate
898,898,50.97526253,-114.0090477,709965.8155,5651333.25,32611,Low,Moderate
899,899,50.97361986,-114.0048365,710268.8127,5651162.637,32611,Low,Moderate
900,900,50.97774164,-114.0085191,709991.7286,5651610.364,32611,Moderate,Low
901,901,50.98233157,-114.0007163,710518.5772,5652142.897,32611,Moderate,Moderate
902,902,50.98414804,-114.0066301,710095.3667,5652327.96,32611,Moderate,Moderate
903,903,50.98139074,-114.0062624,710133.6216,5652022.473,32611,Moderate,Moderate
904,904,50.98192152,-114.0096492,709893.5508,5652071.83,32611,Moderate,Moderate
905,905,50.98221847,-114.0093656,709912.1163,5652105.651,32611,Moderate,Low
906,906,50.98620819,-114.0081362,709980.3773,5652552.698,32611,Moderate,Moderate
907,907,50.9879368,-114.0133428,709607.2331,5652730.047,32611,Moderate,Moderate
908,908,50.9886386,-114.0049943,710189.8591,5652831.85,32611,High,Low
909,909,50.98585402,-113.9995286,289480.1768,5652535.194,32612,High,Moderate
910,910,50.99241114,-114.0105092,709785.8811,5653235.535,32611,Moderate,Low
911,911,50.99223178,-114.0178319,709272.9139,5653194.771,32611,Moderate,Moderate
912,912,50.99594291,-114.0173824,709287.7474,5653608.623,32611,High,Moderate
913,913,50.99456496,-114.0226378,708925.2431,5653440.517,32611,Moderate,Moderate
914,914,50.98905522,-114.0176584,709299.3834,5652842.117,32611,Moderate,Moderate
915,915,50.98505302,-114.0187405,709241.4621,5652394.11,32611,Moderate,Low
916,916,50.98100315,-114.0208734,709109.9957,5651937.823,32611,Low,Moderate
917,917,50.97836556,-114.0210213,709111.4723,5651644.177,32611,Low,Moderate
918,918,50.97731641,-114.0218592,709057.3853,5651525.163,32611,Low,Moderate
919,919,50.97423414,-114.0175506,709373.65,5651194.731,32611,Low,Moderate
920,920,50.97262154,-114.0254477,708826.5967,5650993.05,32611,Low,Low
921,921,50.96911291,-114.0179617,709367.8344,5650624.225,32611,Moderate,Moderate
922,922,50.95214177,-114.0098265,710015.4409,5648760.654,32611,Low,Moderate
923,923,50.94627008,-114.0112403,709942.6314,5648103.862,32611,Low,Low
924,924,50.94816593,-114.0111355,709941.4456,5648314.925,32611,Low,Moderate
925,925,50.95204303,-113.9922857,289835.7862,5648755.696,32612,Low,Low
926,926,50.94380166,-113.9948022,289621.852,5647846.668,32612,Low,Low
927,927,50.94300944,-113.9872529,290148.5038,5647737.081,32612,Low,Moderate
928,928,50.93767767,-113.987092,290135.7872,5647143.883,32612,Low,Moderate
929,929,50.93077297,-114.0019006,710668.6271,5646407.664,32611,Low,Low
930,930,50.92270422,-113.9961846,289429.444,5645505.183,32612,Low,Low
931,931,50.91912923,-114.0017543,710731.539,5645113.635,32611,Moderate,Moderate
932,932,50.91746466,-114.0050381,710508.3019,5644919.206,32611,Moderate,Moderate
933,933,50.92018922,-114.0079114,710294.0895,5645213.902,32611,Low,Low
934,934,50.9133424,-114.0069805,710390.3948,5644455.387,32611,Low,Low
935,935,50.91812741,-114.0144993,709840.4345,5644965.924,32611,Low,Moderate
936,936,50.92237035,-114.0208743,709373.3857,5645419.501,32611,Moderate,Moderate
937,937,50.92377203,-114.0122021,709976.4404,5645599.982,32611,Low,Moderate
938,938,50.92777617,-114.0175878,709580.0096,5646029.808,32611,Low,Low
939,939,50.92976025,-114.0131412,709883.4875,5646263.028,32611,Low,Moderate
940,940,50.934716,-114.0159561,709663.4313,5646805.959,32611,Moderate,Moderate
941,941,50.93470087,-114.0203372,709355.7298,5646791.829,32611,Moderate,Low
942,942,50.93836563,-114.028324,708778.245,5647176.603,32611,Low,Moderate
943,943,50.93416656,-114.0260391,708957.5781,5646716.256,32611,Low,Moderate
944,944,50.93550448,-114.0302381,708656.6068,5646853.105,32611,Low,Moderate
945,945,50.93327034,-114.0356826,708284.1279,5646589.339,32611,Low,Low
946,946,50.93737629,-114.0378316,708114.821,5647039.739,32611,Low,Moderate
947,947,50.93933471,-114.0416584,707837.2739,5647246.668,32611,Moderate,Moderate
948,948,50.9378024,-114.0435802,707709.1138,5647070.902,32611,Low,Low
949,949,50.94244589,-114.0397864,707954.8808,5647597.822,32611,Moderate,Low
950,950,50.9405949,-114.0347323,708318.1366,5647406.31,32611,Low,Low
951,951,50.94439367,-114.030785,708578.3879,5647839.786,32611,Low,Moderate
952,952,50.94466969,-114.0329398,708425.8147,5647864.378,32611,Moderate,Low
953,953,50.94618041,-114.0386392,708018.7751,5648016.232,32611,Moderate,Moderate
954,954,50.94324413,-114.0218921,709208.1333,5647737.185,32611,Low,Moderate
955,955,50.94235932,-114.0225446,709166.2807,5647636.967,32611,Low,Moderate
956,956,50.93913404,-114.0170528,709566.5165,5647294.001,32611,Low,Moderate
957,957,50.95814958,-114.0316571,708455.55,5649366.592,32611,Moderate,Low
958,958,50.95564793,-114.0364627,708129.3206,5649074.901,32611,Moderate,Moderate
959,959,50.95741874,-114.0391083,707935.6396,5649264.3,32611,Moderate,Moderate
960,960,50.95810024,-114.0443651,707563.5007,5649325.249,32611,Moderate,Low
961,961,50.96093935,-114.0414952,707752.3382,5649648.964,32611,Moderate,Low
962,962,50.9640773,-114.045998,707422.2155,5649985.138,32611,Low,Low
963,963,50.96910893,-114.0432697,707591.3151,5650552.198,32611,Moderate,Low
964,964,50.96928211,-114.0457727,707414.8379,5650564.405,32611,Low,Low
965,965,50.96838622,-114.0506889,707073.7228,5650450.982,32611,Low,Moderate
966,966,50.97349417,-114.0509586,707032.0634,5651018.09,32611,Moderate,Low
967,967,50.96955036,-114.0558867,706703.6755,5650565.813,32611,Moderate,Low
968,968,50.9744546,-114.0571085,706596.1373,5651107.606,32611,High,Moderate
969,969,50.97785956,-114.056193,706645.269,5651488.713,32611,Moderate,Low
970,970,50.97810855,-114.0510535,707004.8705,5651530.817,32611,Moderate,Low
971,971,50.98470896,-114.0550187,706697.256,5652253.474,32611,Moderate,Low
972,972,50.98133176,-114.0557286,706662.4434,5651876.03,32611,Moderate,Moderate
973,973,50.9829774,-114.0611636,706273.723,5652043.754,32611,Moderate,Low
974,974,50.97865539,-114.064116,706085.6819,5651555.001,32611,High,High
975,975,50.97683598,-114.0642685,706083.0361,5651352.306,32611,High,Moderate
976,976,50.9669264,-114.0666974,705956.4131,5650243.837,32611,High,High
977,977,50.96653681,-114.0618815,706296.219,5650213.993,32611,Moderate,Moderate
978,978,50.96298558,-114.0656341,706048.4997,5649808.696,32611,Moderate,Moderate
979,979,50.96146061,-114.0606349,706406.2431,5649653.147,32611,Moderate,Moderate
980,980,50.95965921,-114.0654438,706076.5882,5649439.425,32611,Moderate,Moderate
981,981,50.9566752,-114.0685904,705868.8546,5649098.893,32611,Moderate,Low
982,982,50.95563905,-114.0507127,707128.7639,5649033.779,32611,Low,Low
983,983,50.9609878,-114.0526861,706966.4143,5649622.871,32611,Moderate,Moderate
984,984,50.96245227,-114.0555146,706761.326,5649777.743,32611,Low,Moderate
985,985,50.96533747,-114.0538768,706863.4886,5650103.094,32611,Low,Moderate
986,986,50.95072123,-114.0511796,707117.8466,5648485.74,32611,Low,Low
987,987,50.95063214,-114.0520294,707058.5699,5648473.45,32611,Low,Moderate
988,988,50.94719804,-114.0517298,707094.8792,5648092.513,32611,Moderate,Low
989,989,50.94479029,-114.0576132,706692.3705,5647808.328,32611,Low,Moderate
